Alignment_name	No_of_taxa	Alignment_length	Total_matrix_cells	Undetermined_characters	Missing_percent	No_variable_sites	Proportion_variable_sites	Parsimony_informative_sites	Proportion_parsimony_informative	A	C	D	E	F	G	H	I	K	L	M	N	P	Q	R	S	T	V	W	Y	B	J	Z	X	.	*	-	?
OG1789.nex	343	1448	496664	311655	62.75	1357	0.937	1285	0.887	10201	2288	10336	13211	9165	5347	3053	15057	10177	25392	3571	10971	6442	9014	7398	14506	8667	10907	2959	6347	0	0	0	236025	0	0	75630	0
OG1790.nex	343	695	238385	14022	5.882	688	0.99	681	0.98	14349	1189	12829	24623	11162	6610	3679	14301	17716	20452	3239	10493	6066	10009	16389	12638	9098	11757	6634	11130	0	0	0	2781	0	0	11241	0
OG1791.nex	343	599	205457	14659	7.135	584	0.975	571	0.953	10582	6005	10329	11858	9277	8328	7116	7618	17864	14683	2409	11588	9431	8322	10033	19172	10377	8443	996	6367	0	0	0	2396	0	0	12263	0
OG1792.nex	343	339	116277	3304	2.841	294	0.867	286	0.844	6648	790	7950	7758	4465	7248	2031	6096	5923	11014	1803	6402	4765	3465	6289	10107	6520	8721	1426	3552	0	0	0	3052	0	0	252	0
OG1793.nex	343	206	70658	1684	2.383	186	0.903	177	0.859	3839	1413	6518	3701	3593	3217	2636	4944	5354	8753	1577	3425	1671	2007	3106	2727	2067	3876	556	3994	0	0	0	1443	0	0	241	0
OG1794.nex	343	442	151606	6100	4.024	414	0.937	400	0.905	5936	254	9635	8817	8028	7824	3580	7615	12231	12807	4405	9140	7161	7409	8458	10410	7409	7596	1372	5419	0	0	0	5747	0	0	353	0
OG1795.nex	343	1448	496664	5062	1.019	1276	0.881	1213	0.838	33960	6932	29983	29169	19238	23156	11276	32321	33412	66733	12710	20577	19710	20783	22923	34587	22826	35194	3771	12341	0	0	0	2903	0	0	2159	0
OG1796.nex	343	711	243873	1323	0.542	640	0.9	609	0.857	15761	1525	16977	20533	9673	11447	4364	13333	27015	26160	5276	7542	8833	12491	13385	16624	12887	12400	1062	5262	0	0	0	1	0	0	1322	0
OG1797.nex	343	872	299096	4169	1.394	846	0.97	828	0.95	30491	4535	16835	20829	9549	12532	2658	20959	11050	32894	8140	16162	10408	17707	10241	23548	14858	20274	3125	8132	0	0	0	872	0	0	3297	0
OG1798.nex	343	689	236327	6944	2.938	619	0.898	606	0.88	15229	2398	12263	13936	8814	14001	6954	12358	19349	24131	4514	10709	9713	7787	13469	19006	15507	13753	1610	3882	0	0	0	692	0	0	6252	0
OG1801.nex	343	600	205800	2026	0.984	546	0.91	530	0.883	13900	3700	10950	13387	9813	10809	4420	11862	15522	17177	4509	9008	8448	7853	12387	12867	13719	12870	3133	7440	0	0	0	1	0	0	2025	0
OG1802.nex	343	502	172186	2334	1.356	258	0.514	210	0.418	17851	145	9354	12191	6506	16004	2208	10500	7775	15756	2432	5188	7711	6886	9324	8192	11985	16297	13	3534	0	0	0	1514	0	0	820	0
OG1803.nex	343	484	166012	9557	5.757	459	0.948	443	0.915	6934	2254	9204	8605	8452	7804	4797	8259	11521	18617	3064	9697	6410	6647	6207	11072	8669	7788	2723	7731	0	0	0	9196	0	0	361	0
OG1804.nex	343	407	139601	1102	0.789	298	0.732	258	0.634	8495	1457	8498	11821	7109	10604	1590	8824	11575	13699	2006	7995	2593	5126	5385	9095	7267	9762	723	4875	0	0	0	815	0	0	287	0
OG1805.nex	343	457	156751	13844	8.832	451	0.987	448	0.98	8201	368	9027	8213	8294	7677	3038	8482	8496	14898	1506	8604	5432	4975	4556	12575	7944	11550	2653	6418	0	0	0	2743	0	0	11101	0
OG1806.nex	343	1011	346773	21378	6.165	1006	0.995	1002	0.991	20608	4672	20858	25129	18900	10667	5338	22270	17110	41899	7132	17501	12594	15643	10064	24629	15593	20005	3785	10998	0	0	0	17187	0	0	4191	0
OG1808.nex	343	362	124166	6226	5.014	343	0.948	334	0.923	6745	1371	7107	7438	7530	6947	2790	6351	7196	11052	2624	5098	7212	3368	7841	8564	5232	6817	3236	3421	0	0	0	2899	0	0	3327	0
OG1809.nex	343	688	235984	9845	4.172	677	0.984	668	0.971	15181	2034	13471	23905	7929	7192	3516	12842	21460	27111	4792	10909	7069	7396	13977	17550	10538	13280	721	5266	0	0	0	2	0	0	9843	0
OG1811.nex	343	1030	353290	1488	0.421	842	0.817	792	0.769	19026	2819	25085	25855	16655	18739	5969	23091	28965	32713	5980	14906	16453	8467	17363	19336	20432	27014	7685	15249	0	0	0	1	0	0	1487	0
OG1812.nex	343	400	137200	868	0.633	309	0.772	258	0.645	11258	1069	9520	11690	5019	9064	1403	7892	11638	13238	3033	5191	6070	4667	6795	8628	7480	7281	1417	3979	0	0	0	435	0	0	433	0
OG1813.nex	343	747	256221	1086	0.424	563	0.754	515	0.689	20588	1006	16846	18486	12211	13193	3999	14917	18882	23174	2855	9796	13275	9977	11751	17464	13133	21970	3329	8283	0	0	0	8	0	0	1078	0
OG1814.nex	343	289	99127	7539	7.605	258	0.893	244	0.844	6235	4112	6293	4289	2164	7168	3090	4739	3487	7482	1930	4606	3988	1667	3903	6097	6454	7360	2255	4269	0	0	0	7225	0	0	314	0
OG1815.nex	343	312	107016	9072	8.477	240	0.769	229	0.734	6525	837	5845	5657	4291	9541	1835	7893	5534	10252	2357	4683	2795	2938	3655	6910	5673	6019	610	4094	0	0	0	9048	0	0	24	0
OG1817.nex	343	819	280917	1380	0.491	677	0.827	635	0.775	18254	4435	18515	19077	10747	11925	6634	18016	18264	27339	5772	14557	12024	8359	17718	20256	11866	23051	2088	10640	0	0	0	820	0	0	560	0
OG1818.nex	343	211	72373	586	0.81	188	0.891	187	0.886	3285	1275	4675	6134	4553	2586	644	5852	6550	6474	1401	3556	3323	2004	3933	4085	2364	5170	1865	2058	0	0	0	423	0	0	163	0
OG1819.nex	343	506	173558	7130	4.108	412	0.814	365	0.721	13671	3147	10811	10153	7211	13584	3258	10788	8324	12647	4058	8823	5968	5369	10752	10164	6580	13564	60	7496	0	0	0	6579	0	0	551	0
OG1820.nex	343	1170	401310	65648	16.358	1069	0.914	1040	0.889	20405	1764	16821	33458	10146	15072	5020	22732	33497	36864	6707	20783	5619	21270	15158	26113	18442	18400	1103	6288	0	0	0	63186	0	0	2462	0
OG1821.nex	343	1189	407827	9774	2.397	1164	0.979	1150	0.967	19586	6191	25146	24767	22070	17156	8741	29620	27886	38253	8729	20750	17415	15359	19926	29631	21937	25550	4800	14540	0	0	0	2381	0	0	7393	0
OG1822.nex	343	468	160524	5383	3.353	374	0.799	353	0.754	9994	1444	11127	10629	5916	13492	3608	9554	11500	16239	2646	6102	8310	3832	4175	9683	7908	11429	2136	5417	0	0	0	4689	0	0	694	0
OG1824.nex	343	620	212660	7982	3.753	613	0.989	601	0.969	10881	2665	16263	14896	8385	10307	3487	13543	13263	25245	3759	10526	5256	7186	9953	16991	9892	11355	2825	8000	0	0	0	3102	0	0	4880	0
OG1825.nex	343	750	257250	1884	0.732	610	0.813	571	0.761	23747	1828	16123	14768	9707	27174	4605	18063	17357	21805	5165	10620	11536	6094	6906	12664	15048	23700	1415	7041	0	0	0	752	0	0	1132	0
OG1826.nex	343	1525	523075	72989	13.954	1518	0.995	1514	0.993	21089	8221	23680	27281	23873	16463	9689	33017	32837	62140	10083	25832	12473	17030	17494	43813	21459	22964	4477	16171	0	0	0	30501	0	0	42488	0
OG1827.nex	343	566	194138	58475	30.12	538	0.951	528	0.933	10429	763	8593	9143	7217	8791	2224	5525	9547	12325	1480	7813	6740	5846	6055	12387	7995	8512	798	3480	0	0	0	11886	0	0	46589	0
OG1828.nex	343	1025	351575	166535	47.368	871	0.85	835	0.815	10122	3846	9699	9258	12485	10003	2538	15471	9741	20620	4105	6999	7873	4739	8006	14851	10283	14445	2561	7395	0	0	0	166051	0	0	484	0
OG1829.nex	343	883	302869	19082	6.3	874	0.99	852	0.965	18406	23	28949	34889	6517	12508	3558	11794	32913	19471	7426	14932	7574	11964	17542	24999	10970	13253	2513	3586	0	0	0	1768	0	0	17314	0
OG1830.nex	343	462	158466	12664	7.992	448	0.97	446	0.965	8548	2825	6888	7577	5981	6063	2476	11123	12333	16756	3173	7938	5860	5982	7146	13519	9095	8776	207	3536	0	0	0	6473	0	0	6191	0
OG1831.nex	343	464	159152	44293	27.831	450	0.97	438	0.944	3813	1034	7716	6068	8271	3883	2583	8436	8964	11217	2306	7243	4125	5033	6874	8711	5326	6499	673	6084	0	0	0	44080	0	0	213	0
OG1832.nex	343	438	150234	1152	0.767	367	0.838	333	0.76	8988	1771	7907	12697	4442	12674	3119	9829	14102	11323	5242	5039	4981	4257	6163	7562	9809	12603	1372	5202	0	0	0	878	0	0	274	0
OG1833.nex	343	614	210602	1807	0.858	583	0.95	571	0.93	11135	2358	14698	15073	8952	5163	4297	14799	18199	23056	3208	13347	5610	9226	11117	16970	10165	14613	222	6587	0	0	0	1234	0	0	573	0
OG1834.nex	343	467	160181	60398	37.706	428	0.916	388	0.831	6583	1653	6003	8657	4188	6124	1012	4443	13374	8528	1542	3572	4011	4020	4758	8962	5497	5087	60	1709	0	0	0	1401	0	0	58997	0
OG1835.nex	343	325	111475	363	0.326	246	0.757	233	0.717	11197	340	5598	5651	4079	10361	2220	6256	8134	10202	1039	4820	5708	2651	3613	8783	7013	11787	5	1655	0	0	0	325	0	0	38	0
OG1836.nex	343	549	188307	2208	1.173	468	0.852	445	0.811	12831	1497	10542	15419	8160	9332	3443	9093	15454	20654	2383	11074	8248	8650	11621	10459	9314	10810	2045	5070	0	0	0	557	0	0	1651	0
OG1837.nex	343	261	89523	2098	2.344	248	0.95	236	0.904	3880	683	7578	6837	3466	2702	1043	5424	6621	10285	941	4920	3929	4491	3663	7855	3346	4897	1892	2972	0	0	0	1828	0	0	270	0
OG1839.nex	343	311	106673	984	0.922	253	0.814	234	0.752	6874	3542	8612	6807	3104	10349	1698	7145	6906	10169	2746	3731	7331	2441	2385	8075	4379	6608	1328	1459	0	0	0	622	0	0	362	0
OG1840.nex	343	492	168756	1550	0.918	428	0.87	400	0.813	9042	1772	9321	12041	4774	12774	3015	12429	10628	16253	4064	7517	8062	6519	9598	11245	10292	9790	1280	6790	0	0	0	1476	0	0	74	0
OG1841.nex	343	1090	373870	15897	4.252	1076	0.987	1062	0.974	21744	2772	22480	35096	11715	14998	6423	25931	33224	32684	7325	20907	6341	19720	24014	28099	18377	16695	1519	7909	0	0	0	5455	0	0	10442	0
OG1843.nex	343	458	157094	1110	0.707	344	0.751	299	0.653	10486	2830	8042	16902	6383	8815	2882	8548	14783	13619	2125	7650	6022	7289	6758	9204	5181	9609	2141	6715	0	0	0	460	0	0	650	0
OG1844.nex	343	368	126224	6546	5.186	339	0.921	322	0.875	6586	2543	7791	7529	5994	5833	2514	7306	9676	11533	3227	6197	5147	4662	7427	7229	4367	7256	1641	5220	0	0	0	6256	0	0	290	0
OG1845.nex	343	216	74088	804	1.085	197	0.912	193	0.894	3449	2409	4109	6303	4916	4741	1908	4097	3326	7280	1853	2193	4270	2798	3737	4940	2975	3183	848	3949	0	0	0	648	0	0	156	0
OG1846.nex	343	851	291893	1891	0.648	808	0.949	782	0.919	21328	3493	18904	20910	10515	11140	5938	21895	20755	36309	4772	13492	7523	10058	13090	22644	15453	21905	1786	8092	0	0	0	851	0	0	1040	0
OG1847.nex	343	757	259651	4480	1.725	659	0.871	623	0.823	13882	2801	15152	21965	11321	14298	5917	15351	22659	21509	4123	11602	13899	6493	13994	15700	13406	17885	3018	10196	0	0	0	2281	0	0	2199	0
OG1848.nex	343	957	328251	2163	0.659	951	0.994	935	0.977	27210	3750	16174	21900	14774	10560	5859	24799	23165	40971	5982	14901	12527	11533	13539	30143	16926	21662	2440	7273	0	0	0	959	0	0	1204	0
OG1849.nex	343	412	141316	2689	1.903	400	0.971	397	0.964	5893	744	6052	10676	5279	9693	3517	9972	11001	14704	4012	6134	5643	6428	7324	9625	7197	8670	690	5373	0	0	0	1651	0	0	1038	0
OG1851.nex	343	275	94325	3985	4.225	258	0.938	243	0.884	4122	2597	4501	5183	2668	3720	3429	6340	6323	8370	2637	4343	3277	4132	3402	8683	5149	5304	909	5251	0	0	0	3851	0	0	134	0
OG1852.nex	343	604	207172	10592	5.113	492	0.815	461	0.763	15576	836	9562	9930	10174	12908	2928	15354	11119	22839	4448	10199	5215	7942	9840	13678	12602	14298	1632	5500	0	0	0	9664	0	0	928	0
OG1854.nex	343	418	143374	3677	2.565	339	0.811	315	0.754	8938	2854	8944	8009	5488	8156	3514	12309	9599	12000	3679	6192	7060	5000	7445	7415	6863	9136	898	6198	0	0	0	836	0	0	2841	0
OG1855.nex	343	388	133084	4836	3.634	359	0.925	354	0.912	8850	2359	1846	3533	11759	9400	3394	9280	4082	16805	4723	5169	4738	2668	2809	9936	8503	9131	3431	5832	0	0	0	4276	0	0	560	0
OG1856.nex	343	466	159838	783	0.49	359	0.77	330	0.708	9751	122	9662	13237	8745	10088	3920	8168	13853	15674	4353	7056	7256	5461	6523	9657	8802	9326	2578	4823	0	0	0	466	0	0	317	0
OG1857.nex	343	689	236327	2042	0.864	550	0.798	489	0.71	15139	5730	14025	14932	9851	14732	5401	16082	12344	22598	5218	9740	10474	7871	13555	15801	13045	14407	3356	9984	0	0	0	693	0	0	1349	0
OG1858.nex	343	765	262395	16294	6.21	682	0.892	662	0.865	16110	2264	14955	19574	8833	15061	4137	19667	21097	24904	5051	9220	12646	6380	11097	15565	12595	17587	1389	7969	0	0	0	16065	0	0	229	0
OG1860.nex	343	1384	474712	51145	10.774	1285	0.928	1238	0.895	23842	3483	29935	44121	15905	22824	7507	24187	36899	32261	9681	17806	20574	17236	23929	33458	20729	25931	2049	11210	0	0	0	1388	0	0	49757	0
OG1861.nex	343	923	316589	9552	3.017	893	0.967	870	0.943	21921	2863	18943	22588	13289	10666	5634	22114	19977	35278	5577	15208	10454	11053	11107	29661	18940	21795	806	9163	0	0	0	2780	0	0	6772	0
OG1862.nex	343	693	237699	8600	3.618	657	0.948	630	0.909	13379	1482	17009	19890	9780	12853	4348	11738	19914	15528	4616	13814	7304	8545	15892	19227	11577	12715	2026	7462	0	0	0	2	0	0	8598	0
OG1863.nex	343	703	241129	21951	9.103	695	0.989	685	0.974	10218	2091	13223	12605	11232	11688	4441	14953	14781	23584	3931	13296	10879	8679	11192	19254	11692	12186	2452	6801	0	0	0	705	0	0	21246	0
OG1864.nex	343	413	141659	2182	1.54	403	0.976	395	0.956	7539	2391	9223	9442	7780	7585	1726	9013	9666	13607	2381	5667	4555	5766	3831	13213	8256	10131	1694	6011	0	0	0	1654	0	0	528	0
OG1865.nex	343	518	177674	11706	6.588	490	0.946	473	0.913	10887	1445	10701	11931	5936	11093	3122	15304	10602	17642	2205	7128	4990	5411	8615	13657	9537	11848	545	3369	0	0	0	1039	0	0	10667	0
OG1866.nex	343	353	121079	1756	1.45	335	0.949	304	0.861	9177	558	6835	11580	5567	5944	1900	7184	10764	9248	3638	5178	4527	7163	5994	4966	6380	5823	726	6171	0	0	0	1066	0	0	690	0
OG1867.nex	343	719	246617	4480	1.817	673	0.936	649	0.903	14539	2163	15355	17077	7467	14975	4498	19974	14446	22585	6538	11348	10953	7234	11394	17134	16355	20688	1538	5876	0	0	0	2172	0	0	2308	0
OG1868.nex	343	957	328251	10379	3.162	923	0.964	899	0.939	17509	3999	22183	22984	12737	17737	7954	21918	26338	33244	5121	13781	6994	11600	12070	28812	19224	20840	6090	6737	0	0	0	1916	0	0	8463	0
OG1869.nex	343	822	281946	14868	5.273	738	0.898	707	0.86	25394	1493	13547	14172	13976	22478	5064	17599	20092	21539	3410	15385	10477	7910	9157	14638	15907	22546	3064	9230	0	0	0	14796	0	0	72	0
OG1870.nex	343	428	146804	8549	5.823	306	0.715	276	0.645	6868	1340	9108	10010	7497	7008	3993	9490	9438	13686	3409	4332	5116	5706	9863	8814	7855	5646	2546	6530	0	0	0	8139	0	0	410	0
OG1871.nex	343	393	134799	1077	0.799	282	0.718	255	0.649	7451	2783	8586	10245	6945	6929	2977	9452	10232	12297	2133	5359	5475	6519	7947	7375	6636	10286	10	4085	0	0	0	393	0	0	684	0
OG1872.nex	343	955	327565	23400	7.144	847	0.887	819	0.858	18268	2467	19928	22119	13109	18283	6799	15355	20592	24909	8429	21119	17470	12708	18340	18668	11418	15442	4176	14566	0	0	0	6687	0	0	16713	0
OG1874.nex	343	373	127939	1630	1.274	326	0.874	305	0.818	9476	2358	6784	12468	4798	8781	1767	6913	14379	11934	3405	3720	5348	4693	6713	5481	5827	7150	845	3469	0	0	0	373	0	0	1257	0
OG1876.nex	343	486	166698	7585	4.55	356	0.733	339	0.698	13099	2210	8165	10746	4643	11824	4909	11691	8979	13885	4020	6066	6740	4200	9261	12947	9844	9678	1046	5160	0	0	0	1	0	0	7584	0
OG1878.nex	343	242	83006	9362	11.279	234	0.967	222	0.917	4897	1574	4789	3276	2856	6439	638	7035	3421	4565	544	4276	3009	3502	737	7011	4944	5799	1065	3267	0	0	0	8955	0	0	407	0
OG1879.nex	343	826	283318	27706	9.779	771	0.933	759	0.919	17560	2520	12800	19647	9086	10333	5162	16540	18789	28695	5290	15848	12453	8743	12206	25428	11326	14092	1948	7146	0	0	0	6621	0	0	21085	0
OG1880.nex	343	427	146461	2974	2.031	361	0.845	332	0.778	11933	2015	9323	10712	8591	9333	2972	8639	11381	12563	2762	6157	8382	4989	3681	10058	6310	9257	681	3748	0	0	0	1290	0	0	1684	0
OG1881.nex	343	522	179046	7391	4.128	350	0.67	321	0.615	13512	3376	8519	11865	7148	11553	4182	10415	11527	13306	4165	8683	9309	3687	6446	12158	12343	10315	2444	6702	0	0	0	6789	0	0	602	0
OG1883.nex	343	364	124852	978	0.783	295	0.81	271	0.745	11386	2956	7750	8247	4104	9838	2250	8519	8718	10899	1220	4588	6860	3531	5183	8583	4911	11422	662	2247	0	0	0	0	0	0	978	0
OG1884.nex	343	1029	352947	26656	7.552	1021	0.992	1008	0.98	18677	1801	23035	28327	12141	13640	4736	18298	37997	30407	5222	17972	11084	15893	12997	27947	15355	17954	3276	9532	0	0	0	2059	0	0	24597	0
OG1885.nex	343	535	183505	439	0.239	287	0.536	256	0.479	9712	3780	10349	11955	4973	13068	4742	11313	11627	15644	4571	5446	9112	6996	14033	10361	10691	12773	1093	10827	0	0	0	0	0	0	439	0
OG1886.nex	343	749	256907	16513	6.428	715	0.955	704	0.94	14342	1002	17740	18596	9213	6986	5017	13984	20907	23286	4606	13194	11607	9766	11692	21216	11947	14107	2747	8439	0	0	0	3745	0	0	12768	0
OG1887.nex	343	236	80948	1376	1.7	205	0.869	197	0.835	3211	1601	3835	3733	4636	4869	1631	5824	6925	8827	2106	2701	2311	3014	6346	4953	3809	4422	782	4036	0	0	0	1180	0	0	196	0
OG1888.nex	343	835	286405	12576	4.391	593	0.71	542	0.649	19486	3114	18776	18901	11310	14113	5845	16931	18761	22801	6511	12439	10400	12806	15494	22330	13489	17912	2034	10376	0	0	0	5848	0	0	6728	0
OG1889.nex	343	826	283318	16230	5.729	824	0.998	819	0.992	12980	2330	21192	21040	11518	11342	6632	23544	17534	29980	4863	12922	9679	7932	10851	20933	12118	15530	4427	9741	0	0	0	12394	0	0	3836	0
OG1890.nex	343	1201	411943	4761	1.156	1192	0.993	1171	0.975	21484	6268	26311	29427	18250	12816	7600	30239	24405	52345	10026	20229	13571	16677	19556	31126	20722	24751	8024	13355	0	0	0	1208	0	0	3553	0
OG1891.nex	343	1232	422576	25670	6.075	1218	0.989	1198	0.972	21606	5061	23528	29652	21023	17814	7206	29218	21759	51864	8653	19076	13788	13719	17247	38670	19288	23694	2849	11191	0	0	0	18499	0	0	7171	0
OG1892.nex	343	425	145775	9431	6.47	320	0.753	292	0.687	12745	1785	5061	10439	6225	15002	1311	8179	9258	9521	2552	5938	4479	5597	5294	9281	5473	11313	1994	4897	0	0	0	9350	0	0	81	0
OG1893.nex	343	1028	352604	95593	27.111	879	0.855	818	0.796	17660	3433	14525	18547	8967	13977	5405	22113	13532	22166	6471	12309	10461	11095	16973	22051	13613	16437	437	6839	0	0	0	1028	0	0	94565	0
OG1894.nex	343	320	109760	4054	3.694	314	0.981	307	0.959	6471	829	7269	8853	2283	3204	1299	6893	8952	12950	1749	5496	3794	5008	5286	8601	5565	6789	917	3498	0	0	0	3210	0	0	844	0
OG1895.nex	343	401	137543	11170	8.121	358	0.893	341	0.85	8131	1462	4204	4944	2364	12766	4755	7470	11275	9917	2848	5486	6462	4147	12990	9079	6273	7598	1306	2896	0	0	0	0	0	0	11170	0
OG1896.nex	343	360	123480	2042	1.654	197	0.547	170	0.472	8313	1311	6228	8714	4746	9186	3270	9769	6077	8551	4680	2931	6368	4605	6252	9395	7059	7938	1351	4694	0	0	0	1800	0	0	242	0
OG1897.nex	343	380	130340	36373	27.906	330	0.868	310	0.816	13122	1346	4704	5007	2752	9863	1427	6375	6307	6985	1084	4207	3624	3211	2532	5992	4405	8647	369	2008	0	0	0	36100	0	0	273	0
OG1898.nex	343	471	161553	1992	1.233	439	0.932	416	0.883	12394	3141	7301	8796	5856	9867	3804	10538	12782	14390	3533	9584	8089	5016	6817	10716	8291	10360	1751	6535	0	0	0	944	0	0	1048	0
OG1899.nex	343	569	195167	8726	4.471	475	0.835	457	0.803	18472	2473	10095	9992	6702	12717	6290	10655	12003	15638	4914	9711	8462	6210	8127	14494	9617	12894	1377	5598	0	0	0	3414	0	0	5312	0
OG1900.nex	343	792	271656	25322	9.321	746	0.942	736	0.929	15948	1272	17455	19643	7658	14395	5066	14574	26519	26185	4215	10936	9406	10039	11997	17908	12483	14447	1645	4543	0	0	0	3170	0	0	22152	0
OG1901.nex	343	1172	401996	20236	5.034	1040	0.887	993	0.847	23217	1775	28983	37961	16195	22916	7322	18490	38767	29207	8858	16225	16221	12961	25622	22361	19940	21377	3480	9882	0	0	0	8205	0	0	12031	0
OG1902.nex	343	1349	462707	203320	43.941	1250	0.927	1102	0.817	20263	1552	17732	23017	7963	13349	5634	13406	25842	25858	6421	12124	7193	11878	15195	19193	12478	13412	2102	4775	0	0	0	5396	0	0	197924	0
OG1903.nex	343	748	256564	3004	1.171	737	0.985	726	0.971	22976	2913	12195	20087	10428	8234	4015	16869	20808	34753	3534	14211	5388	11458	11064	17980	9632	12146	2654	12215	0	0	0	2244	0	0	760	0
OG1904.nex	343	467	160181	10230	6.387	402	0.861	380	0.814	11686	1869	10186	8061	5752	11073	2229	8433	11094	12952	2383	7449	5417	3965	5162	12197	8960	11181	880	9022	0	0	0	4207	0	0	6023	0
OG1905.nex	343	334	114562	7184	6.271	322	0.964	288	0.862	6319	4330	5522	6310	4112	6368	2321	6423	5327	11707	2347	6360	3358	3527	6956	8397	6066	7169	770	3689	0	0	0	669	0	0	6515	0
OG1906.nex	343	451	154693	3601	2.328	438	0.971	431	0.956	9276	2133	8527	10583	6626	7083	2948	9763	12332	14463	3376	6429	6620	5150	11507	7640	6220	11273	3079	6064	0	0	0	3157	0	0	444	0
OG1907.nex	343	631	216433	50274	23.228	581	0.921	546	0.865	12527	2686	3859	6103	9907	14928	2175	14752	5650	19176	3947	7063	6041	5210	5409	15770	9085	13249	2915	5707	0	0	0	3155	0	0	47119	0
OG1909.nex	343	624	214032	3317	1.55	510	0.817	468	0.75	12951	1381	15142	15482	7657	13269	4104	13884	13968	26187	2169	13115	8073	6619	10249	14198	10010	15451	2632	4174	0	0	0	2496	0	0	821	0
OG1911.nex	343	1445	495635	26623	5.371	1361	0.942	1322	0.915	27659	7830	33148	33004	17374	23777	6991	25553	38381	43547	11290	26633	20433	19211	26115	35379	23661	29880	2748	16398	0	0	0	5780	0	0	20843	0
OG1912.nex	343	652	223636	7484	3.347	612	0.939	587	0.9	16664	984	15743	23461	8313	11217	3347	8720	25711	15715	3614	9484	6759	6750	17308	14664	8715	14233	1093	3657	0	0	0	3912	0	0	3572	0
OG1913.nex	343	253	86779	1575	1.815	221	0.874	199	0.787	7314	132	6188	5078	2554	5233	1933	5709	8089	7791	2088	2539	4522	1980	5479	4692	6151	6011	362	1359	0	0	0	764	0	0	811	0
OG1914.nex	343	478	163954	613	0.374	460	0.962	450	0.941	10624	1304	11478	14536	4489	8336	2426	9636	15103	15458	2804	9550	4275	6958	6393	12044	8792	10030	2564	6541	0	0	0	0	0	0	613	0
OG1916.nex	343	639	219177	11754	5.363	629	0.984	609	0.953	11735	3752	11442	10652	11146	18368	7161	12694	10341	18363	4360	10959	9840	8084	10090	14215	11173	13048	2717	7283	0	0	0	7670	0	0	4084	0
OG1917.nex	343	375	128625	19851	15.433	320	0.853	308	0.821	6373	3102	7988	8113	4030	11441	2599	6277	10982	7055	2063	2920	5500	5198	4293	5564	4698	7191	93	3294	0	0	0	19500	0	0	351	0
OG1918.nex	343	590	202370	2455	1.213	537	0.91	511	0.866	13568	4024	12323	15872	6646	12428	4481	10853	17986	15825	4006	9870	9196	7535	12063	12666	8977	10526	3373	7697	0	0	0	593	0	0	1862	0
OG1919.nex	343	462	158466	9161	5.781	431	0.933	424	0.918	9370	1685	11535	10594	7821	7477	2591	8581	11552	17489	1545	6874	4697	4992	5276	11489	8288	8421	4238	4790	0	0	0	4623	0	0	4538	0
OG1920.nex	343	582	199626	1099	0.551	413	0.71	379	0.651	14200	1210	14299	14213	7044	12526	3851	10301	14824	24200	4284	7029	6867	8446	9529	13949	10089	13770	1522	6374	0	0	0	583	0	0	516	0
OG1921.nex	343	892	305956	34338	11.223	832	0.933	776	0.87	16289	3916	18869	14758	12323	16953	6247	21129	14186	21379	3447	11777	13922	8682	13902	19838	16318	26557	2790	8336	0	0	0	33896	0	0	442	0
OG1922.nex	343	524	179732	1252	0.697	410	0.782	357	0.681	18012	1591	12307	13071	5775	12043	1860	13297	14990	18260	3151	7977	3303	5590	7750	13668	10862	12823	122	2028	0	0	0	1048	0	0	204	0
OG1923.nex	343	369	126567	3798	3.001	337	0.913	322	0.873	5829	742	6952	11260	5371	5033	3228	8974	9883	11691	2410	7214	5304	6728	8507	6189	7196	6735	993	2530	0	0	0	3321	0	0	477	0
OG1924.nex	343	405	138915	3633	2.615	323	0.798	293	0.723	12540	328	6216	12327	4495	8576	970	7818	11070	10810	5119	4723	7425	3105	7365	8981	10343	10619	81	2371	0	0	0	814	0	0	2819	0
OG1926.nex	343	636	218148	2816	1.291	548	0.862	523	0.822	16921	515	11268	14321	10034	10851	4128	11749	20009	23216	4585	8526	8939	9558	15109	14765	10237	12734	1393	6474	0	0	0	2545	0	0	271	0
OG1927.nex	343	411	140973	825	0.585	366	0.891	346	0.842	6445	4141	9607	14182	5794	7774	3032	9562	8618	11017	3651	5972	7006	6651	5239	8636	9862	8573	1012	3374	0	0	0	412	0	0	413	0
OG1928.nex	343	2056	705208	192820	27.342	2047	0.996	2027	0.986	25742	7965	28307	32760	26232	16661	8841	41269	31365	69109	8340	27187	17167	20685	18590	53110	28448	30172	4919	15519	0	0	0	43189	0	0	149631	0
OG1929.nex	343	296	101528	774	0.762	202	0.682	194	0.655	9757	418	3215	3526	8113	9805	898	6374	8185	10297	1129	4916	3967	3297	4058	8219	5835	4950	1059	2736	0	0	0	592	0	0	182	0
OG1930.nex	343	308	105644	1810	1.713	230	0.747	204	0.662	6559	3675	5029	6993	2927	6674	2197	6910	8414	10948	2221	4568	2316	2740	6612	7325	5879	6252	339	5256	0	0	0	1541	0	0	269	0
OG1931.nex	343	687	235641	551	0.234	520	0.757	482	0.702	17744	3160	13463	18690	10075	17420	4551	16400	15446	16809	6908	9529	9326	9320	12057	14463	14315	18964	489	5961	0	0	0	2	0	0	549	0
