path,locus,ntaxa,chars_count,site_count,conserved_sites,proportion_cons_sites,variable_sites,proportion_var_sites,parsimony_informative_sites,proportion_pars_inf_sites,missing_data,proportion_missing_data,gc_content,at_content,nucleotides,?,-,A,C,G,T,N,R,Y,S,W,K,M,B,D,H,V,.
alignments/esselstyn_2021_nexus_trimmed/uce-1383.nex,uce-1383,75,126675,1689,1460,0.8644168146832445,229,0.13558318531675548,69,0.04085257548845471,56123,0.443047167949477,0.2287349516479179,0.3282178804026051,70552,0,56123,17848,14873,14102,23729,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1384.nex,uce-1384,38,40432,1064,975,0.9163533834586466,89,0.08364661654135339,27,0.02537593984962406,22108,0.546794618124258,0.15876038781163435,0.2944449940641076,18324,0,22108,6168,3278,3141,5737,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1385.nex,uce-1385,77,123277,1601,1265,0.7901311680199875,336,0.2098688319800125,97,0.060587133041848845,64740,0.525158788744048,0.15110685691572637,0.3237343543402257,58537,0,64740,20023,8571,10057,19886,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1389.nex,uce-1389,69,92184,1336,1115,0.8345808383233533,221,0.16541916167664672,56,0.041916167664670656,45913,0.49805823136336025,0.21608956001041396,0.2858522086262258,46271,0,45913,13991,10758,9162,12360,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1390.nex,uce-1390,73,110595,1515,1393,0.9194719471947195,122,0.08052805280528053,47,0.031023102310231022,49616,0.4486278764862788,0.19074099190740992,0.36063113160631133,60979,0,49616,21964,11327,9768,17920,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1392.nex,uce-1392,71,104370,1470,1263,0.8591836734693877,207,0.14081632653061224,96,0.0653061224489796,49460,0.4738909648366389,0.2031618281115263,0.32294720705183483,54910,0,49460,15585,10541,10663,18121,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1393.nex,uce-1393,61,55144,904,752,0.831858407079646,152,0.168141592920354,32,0.035398230088495575,25741,0.4667960249528507,0.21902654867256638,0.3141774263745829,29403,0,25741,9124,4790,7288,8201,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1394.nex,uce-1394,77,95634,1242,1159,0.9331723027375202,83,0.06682769726247988,26,0.020933977455716585,42400,0.4433569650960955,0.19661417487504443,0.36002886002886003,53234,0,42400,17533,9997,8806,16898,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1395.nex,uce-1395,78,112710,1445,1134,0.7847750865051903,311,0.21522491349480968,121,0.0837370242214533,51915,0.46060686718126165,0.27024221453287195,0.2691509182858664,60795,0,51915,16187,12267,18192,14149,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1396.nex,uce-1396,52,61464,1182,925,0.7825719120135364,257,0.21742808798646363,81,0.06852791878172589,32576,0.5300013015749057,0.1870200442535468,0.28297865417154755,28888,0,32576,9533,5709,5786,7860,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1397.nex,uce-1397,18,13482,749,709,0.9465954606141522,40,0.0534045393858478,6,0.00801068090787717,7023,0.5209167779261237,0.2089452603471295,0.27013796172674676,6459,0,7023,2028,1362,1455,1614,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1402.nex,uce-1402,78,101868,1306,1195,0.9150076569678407,111,0.08499234303215926,22,0.016845329249617153,51652,0.507048337063651,0.21383555189068207,0.2791161110456669,50216,0,51652,11386,10610,11173,17047,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1403.nex,uce-1403,75,96900,1292,1069,0.8273993808049536,223,0.17260061919504643,99,0.07662538699690402,52847,0.5453766769865841,0.22023735810113518,0.2343859649122807,44053,0,52847,12413,10078,11263,10299,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1405.nex,uce-1405,83,137697,1659,1542,0.9294755877034359,117,0.0705244122965642,40,0.024110910186859555,72301,0.5250731678976303,0.1827636041453336,0.2921632279570361,65396,0,72301,20999,13458,11708,19231,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1408.nex,uce-1408,65,122980,1892,1497,0.7912262156448203,395,0.2087737843551797,134,0.0708245243128964,55603,0.45213042771182305,0.21988941291266872,0.32798015937550823,67377,0,55603,18971,10951,16091,21364,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1412.nex,uce-1412,85,171445,2017,1561,0.7739216658403569,456,0.22607833415964304,151,0.07486365889935548,72239,0.42135378692875264,0.2659628452273324,0.312683367843915,99206,0,72239,28272,23379,22219,25336,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1413.nex,uce-1413,58,73950,1275,1133,0.8886274509803922,142,0.11137254901960784,30,0.023529411764705882,38289,0.5177687626774848,0.14872210953346857,0.3335091277890467,35661,0,38289,13384,5929,5069,11279,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1415.nex,uce-1415,70,115430,1649,1455,0.8823529411764706,194,0.11764705882352941,68,0.041237113402061855,57131,0.49494065667504117,0.15877154985705622,0.3462877934679026,58299,0,57131,20232,9695,8632,19740,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1417.nex,uce-1417,78,108264,1388,1327,0.9560518731988472,61,0.04394812680115274,12,0.008645533141210375,58633,0.5415742998596025,0.1806232912140693,0.27780240892632824,49631,0,58633,16680,9736,9819,13396,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1419.nex,uce-1419,79,132799,1681,1514,0.9006543723973826,167,0.09934562760261749,42,0.024985127900059488,59554,0.448452172079609,0.20982838726195227,0.3417194406584387,73245,0,59554,23444,14420,13445,21936,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1420.nex,uce-1420,73,100156,1372,1306,0.9518950437317785,66,0.048104956268221574,16,0.011661807580174927,51567,0.5148668077798634,0.2092735332880706,0.275859658932066,48589,0,51567,12298,10056,10904,15331,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1422.nex,uce-1422,51,113424,2224,2105,0.9464928057553957,119,0.05350719424460432,47,0.021133093525179857,29208,0.2575116377486246,0.3211401467061645,0.4213482155452109,84216,0,29208,24785,18574,17851,23006,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1424.nex,uce-1424,74,110112,1488,1120,0.7526881720430108,368,0.24731182795698925,85,0.05712365591397849,60825,0.5523921098517872,0.1748855710549259,0.2727223190932868,49287,0,60825,15877,10097,9160,14153,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1425.nex,uce-1425,70,132300,1890,1726,0.9132275132275133,164,0.08677248677248678,51,0.026984126984126985,58010,0.4384731670445956,0.17276643990929705,0.3887603930461073,74290,0,58010,24927,10810,12047,26506,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1427.nex,uce-1427,84,141540,1685,1529,0.9074183976261128,156,0.09258160237388724,41,0.02433234421364985,59584,0.42096933728981206,0.2088808817295464,0.3701497809806415,81956,0,59584,24763,14484,15081,27628,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1430.nex,uce-1430,68,105876,1557,1295,0.831727681438664,262,0.1682723185613359,98,0.06294155427103404,51157,0.4831784351505535,0.2150912388076618,0.30173032604178474,54719,0,51157,17407,11481,11292,14539,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1434.nex,uce-1434,75,99600,1328,1159,0.8727409638554217,169,0.1272590361445783,43,0.03237951807228916,54480,0.5469879518072289,0.17686746987951807,0.276144578313253,45120,0,54480,13785,8308,9308,13719,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1435.nex,uce-1435,58,68962,1189,1142,0.960470984020185,47,0.03952901597981497,17,0.014297729184188394,34387,0.49863693048345464,0.16004466227777617,0.34131840723876916,34575,0,34387,10408,4812,6225,13130,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1438.nex,uce-1438,71,83141,1171,1049,0.8958155422715628,122,0.10418445772843724,23,0.01964133219470538,45276,0.5445688649402821,0.15402749545952057,0.3014036396001973,37865,0,45276,12006,5327,7479,13053,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1442.nex,uce-1442,60,65460,1091,1036,0.9495875343721356,55,0.05041246562786435,11,0.01008249312557287,29074,0.4441490986862206,0.20627864344637947,0.3495722578673999,36386,0,29074,9201,7562,5941,13682,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1446.nex,uce-1446,82,106026,1293,1101,0.851508120649652,192,0.14849187935034802,42,0.03248259860788863,45535,0.429470129968121,0.20679833248448493,0.363731537547394,60491,0,45535,17120,12759,9167,21445,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1447.nex,uce-1447,77,108339,1407,1208,0.8585643212508884,199,0.1414356787491116,37,0.026297085998578537,55702,0.5141454139321943,0.1863964038804124,0.2994581821873933,52637,0,55702,16343,10299,9895,16100,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1450.nex,uce-1450,74,109816,1484,1260,0.8490566037735849,224,0.1509433962264151,104,0.07008086253369272,53290,0.48526626356815034,0.18873388213010855,0.3259998543017411,56526,0,53290,18745,8848,11878,17055,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1451.nex,uce-1451,73,95119,1303,1194,0.9163468917881811,109,0.08365310821181889,34,0.026093630084420567,46095,0.48460349667258906,0.20862288291508532,0.3067736204123256,49024,0,46095,15469,9338,10506,13711,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1453.nex,uce-1453,63,82656,1312,1201,0.9153963414634146,111,0.08460365853658537,29,0.022103658536585365,32452,0.3926151761517615,0.23660714285714285,0.37077768099109565,50204,0,32452,15840,11329,8228,14807,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1454.nex,uce-1454,77,103950,1350,1186,0.8785185185185185,164,0.12148148148148148,29,0.02148148148148148,46910,0.4512746512746513,0.17492063492063492,0.3738047138047138,57040,0,46910,19649,9318,8865,19208,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1456.nex,uce-1456,78,139074,1783,1206,0.6763881099270892,577,0.3236118900729108,307,0.17218171620863712,64851,0.4663057077527072,0.22439852165034443,0.3092957705969484,74223,0,64851,21638,13361,17847,21377,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1457.nex,uce-1457,58,58580,1010,835,0.8267326732673267,175,0.17326732673267325,71,0.0702970297029703,24655,0.4208774325708433,0.21420279959030386,0.3649197678388528,33925,0,24655,10199,6420,6128,11178,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1458.nex,uce-1458,67,85425,1275,1141,0.8949019607843137,134,0.10509803921568628,42,0.03294117647058824,41439,0.4850921861281826,0.20311384255194614,0.31179397131987124,43986,0,41439,13441,9118,8233,13194,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1462.nex,uce-1462,63,66717,1059,889,0.8394711992445704,170,0.16052880075542966,38,0.03588290840415486,29184,0.43742974054588785,0.19663653941274337,0.36593372004136876,37533,0,29184,12099,5661,7458,12315,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1463.nex,uce-1463,77,134981,1753,1392,0.7940673131774102,361,0.20593268682258983,150,0.08556759840273816,59564,0.4412769204554715,0.23571465613678963,0.3230084234077389,75417,0,59564,17717,16369,15448,25883,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1466.nex,uce-1466,77,117733,1529,1274,0.8332243296272073,255,0.16677567037279267,88,0.05755395683453238,59942,0.5091350768263784,0.22078771457450333,0.2700772085991183,57791,0,59942,14931,11119,14875,16866,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1467.nex,uce-1467,33,27984,848,774,0.9127358490566038,74,0.08726415094339622,11,0.012971698113207548,11796,0.42152658662092624,0.17556460834762722,0.40290880503144655,16188,0,11796,5974,2703,2210,5301,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1468.nex,uce-1468,71,78597,1107,910,0.8220415537488708,197,0.17795844625112917,53,0.04787714543812105,44020,0.5600722673893406,0.16094761886586,0.2789801137447994,34577,0,44020,10787,6432,6218,11140,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1469.nex,uce-1469,88,168256,1912,1769,0.9252092050209205,143,0.07479079497907949,36,0.01882845188284519,81983,0.48725156903765693,0.16868343476607076,0.34406499619627234,86273,0,81983,29731,14278,14104,28160,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1470.nex,uce-1470,77,139370,1810,1676,0.9259668508287293,134,0.07403314917127071,39,0.02154696132596685,63014,0.45213460572576597,0.2166032862165459,0.3312621080576882,76356,0,63014,21386,18057,12131,24782,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1471.nex,uce-1471,68,84660,1245,1077,0.8650602409638555,168,0.13493975903614458,16,0.01285140562248996,47365,0.5594731868651075,0.22156862745098038,0.21895818568391212,37295,0,47365,8405,10813,7945,10132,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1474.nex,uce-1474,55,71830,1306,1121,0.8583460949464012,185,0.1416539050535988,65,0.04977029096477795,25456,0.35439231518863984,0.22015870806069887,0.4254489767506613,46374,0,25456,15411,8063,7751,15149,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1476.nex,uce-1476,71,109695,1545,1176,0.7611650485436893,369,0.23883495145631067,151,0.09773462783171522,55184,0.503067596517617,0.2688454350699667,0.22808696841241624,54511,0,55184,14108,15648,13843,10912,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1477.nex,uce-1477,71,142426,2006,1626,0.810568295114656,380,0.18943170488534397,154,0.07676969092721835,69620,0.4888152444076222,0.25407580076671393,0.25710895482566387,72806,0,69620,16515,19424,16763,20104,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1478.nex,uce-1478,73,101543,1391,1289,0.9266714593817398,102,0.07332854061826025,34,0.024442846872753415,48876,0.4813330313266301,0.1794215258560413,0.3392454428173286,52667,0,48876,17300,9403,8816,17148,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1480.nex,uce-1480,79,97407,1233,1077,0.8734793187347932,156,0.12652068126520682,47,0.038118410381184104,42146,0.43267937622552793,0.2824540330777049,0.2848665906967672,55261,0,42146,14434,15942,11571,13314,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1482.nex,uce-1482,72,97848,1359,1191,0.8763796909492274,168,0.12362030905077263,43,0.03164091243561442,49560,0.5064998773608045,0.1730950044967705,0.320405118142425,48288,0,49560,14693,9009,7928,16658,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1483.nex,uce-1483,28,20328,726,679,0.9352617079889807,47,0.06473829201101929,3,0.004132231404958678,11462,0.5638528138528138,0.18993506493506493,0.24621212121212122,8866,0,11462,2870,2029,1832,2135,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1484.nex,uce-1484,85,138210,1626,1340,0.8241082410824109,286,0.17589175891758918,69,0.042435424354243544,68778,0.49763403516388105,0.18047898126040085,0.3218869835757181,69432,0,68778,23399,13938,11006,21089,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1485.nex,uce-1485,65,97565,1501,1208,0.8047968021319121,293,0.19520319786808793,50,0.033311125916055964,54954,0.5632552657202891,0.14115717726643776,0.2955875570132732,42611,0,54954,15993,6423,7349,12846,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1488.nex,uce-1488,15,10125,675,606,0.8977777777777778,69,0.10222222222222223,21,0.03111111111111111,5520,0.5451851851851852,0.23506172839506173,0.21975308641975308,4605,0,5520,1115,1173,1207,1110,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1489.nex,uce-1489,75,86325,1151,916,0.7958297132927888,235,0.20417028670721113,75,0.06516072980017376,37546,0.4349377353026354,0.1596756443672169,0.4053866203301477,48779,0,37546,17904,5952,7832,17091,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1490.nex,uce-1490,80,131520,1644,1399,0.8509732360097324,245,0.14902676399026765,50,0.030413625304136254,63704,0.48436739659367395,0.20658454987834549,0.30904805352798054,67816,0,63704,20330,13817,13353,20316,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1492.nex,uce-1492,85,125630,1478,1322,0.8944519621109608,156,0.10554803788903924,42,0.028416779431664412,55925,0.44515641168510706,0.2355090344662899,0.31933455384860304,69705,0,55925,19393,14194,15393,20725,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1497.nex,uce-1497,74,104118,1407,1348,0.9580668088130775,59,0.04193319118692253,22,0.015636105188343994,50924,0.48909890700935477,0.19688238344954762,0.3140187095410976,53194,0,50924,16539,10342,10157,16156,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1498.nex,uce-1498,75,94200,1256,1118,0.8901273885350318,138,0.10987261146496816,38,0.030254777070063694,46084,0.48921443736730363,0.21964968152866243,0.291135881104034,48116,0,46084,12877,11123,9568,14548,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1499.nex,uce-1499,81,140454,1734,1567,0.9036908881199539,167,0.09630911188004614,58,0.03344867358708189,60705,0.4322055619633474,0.2610249619092372,0.3067694761274154,79749,0,60705,20721,18028,18634,22366,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1500.nex,uce-1500,70,87710,1253,1160,0.9257781324820431,93,0.0742218675179569,35,0.027932960893854747,39534,0.4507353779500627,0.19162011173184357,0.35764451031809374,48176,0,39534,16339,8446,8361,15030,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1501.nex,uce-1501,71,77390,1090,959,0.8798165137614679,131,0.12018348623853212,32,0.029357798165137616,34688,0.44822328466210104,0.21615195761726322,0.3356247577206357,42702,0,34688,14205,9513,7215,11769,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1504.nex,uce-1504,62,85498,1379,1029,0.7461928934010152,350,0.25380710659898476,78,0.05656272661348803,42304,0.4947951998877167,0.24115183980911833,0.264052960303165,43194,0,42304,9886,12701,7917,12690,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1506.nex,uce-1506,73,96433,1321,1124,0.8508705526116578,197,0.14912944738834216,57,0.04314912944738834,55677,0.577364595107484,0.14833096554084182,0.2743044393516742,40756,0,55677,16065,8403,5901,10387,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1507.nex,uce-1507,59,60062,1018,932,0.9155206286836935,86,0.08447937131630648,19,0.018664047151277015,31968,0.5322500083247311,0.16120009323698845,0.30654989843828045,28094,0,31968,9084,4418,5264,9328,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1508.nex,uce-1508,71,101246,1426,1269,0.8899018232819075,157,0.11009817671809256,42,0.029453015427769985,53673,0.5301246468996306,0.17700452363550165,0.29287082946486775,47573,0,53673,14538,8493,9428,15114,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1509.nex,uce-1509,51,59109,1159,941,0.8119068162208801,218,0.18809318377911993,42,0.0362381363244176,30864,0.5221539867025327,0.13767784939687697,0.34016816390059046,28245,0,30864,10318,3962,4176,9789,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1511.nex,uce-1511,54,86400,1600,1334,0.83375,266,0.16625,88,0.055,48450,0.5607638888888888,0.1620023148148148,0.2772337962962963,37950,0,48450,12535,7063,6934,11418,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1512.nex,uce-1512,70,95480,1364,1214,0.8900293255131965,150,0.10997067448680352,56,0.04105571847507331,46103,0.4828550481776288,0.20075408462505237,0.3163908671973188,49377,0,46103,15815,9380,9788,14394,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1514.nex,uce-1514,77,112189,1457,1330,0.91283459162663,127,0.08716540837336993,25,0.017158544955387784,54911,0.4894508374261291,0.20889748549323017,0.3016516770806407,57278,0,54911,15140,12285,11151,18702,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1520.nex,uce-1520,59,95580,1620,1378,0.8506172839506173,242,0.14938271604938272,42,0.025925925925925925,45816,0.4793471437539234,0.16980539861895794,0.35084745762711866,49764,0,45816,17795,7564,8666,15739,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1526.nex,uce-1526,83,145416,1752,1605,0.916095890410959,147,0.0839041095890411,52,0.02968036529680365,66550,0.4576525279198988,0.19475160917643175,0.34759586290366945,78866,0,66550,23580,14037,14283,26966,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1528.nex,uce-1528,26,28340,1090,1064,0.9761467889908257,26,0.023853211009174313,4,0.003669724770642202,14607,0.5154199011997177,0.16951305575158787,0.31506704304869443,13733,0,14607,5205,2248,2556,3724,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1529.nex,uce-1529,71,117363,1653,1473,0.8911070780399274,180,0.1088929219600726,47,0.028433151845130067,56273,0.4794782001141757,0.164949771222617,0.3555720286632073,61090,0,56273,20651,8051,11308,21080,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1530.nex,uce-1530,62,105152,1696,1518,0.8950471698113207,178,0.10495283018867925,31,0.018278301886792452,52496,0.4992391965916007,0.20883102556299452,0.29192977784540475,52656,0,52496,14418,11644,10315,16279,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1531.nex,uce-1531,81,107082,1322,1077,0.8146747352496218,245,0.18532526475037822,67,0.05068078668683813,49404,0.46136605591976243,0.21386414149903812,0.3247698025811995,57678,0,49404,16907,11710,11191,17870,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1533.nex,uce-1533,72,108288,1504,1321,0.8783244680851063,183,0.12167553191489362,35,0.02327127659574468,46289,0.42746195330969267,0.22290558510638298,0.34963246158392436,61999,0,46289,20968,12293,11845,16893,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1535.nex,uce-1535,75,100875,1345,1141,0.8483271375464684,204,0.1516728624535316,64,0.04758364312267658,44424,0.44038661710037175,0.23246592317224288,0.3271474597273854,56451,0,44424,15333,11460,11990,17668,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1539.nex,uce-1539,9,14643,1627,1572,0.9661954517516902,55,0.03380454824830977,3,0.0018438844499078057,5213,0.35600628286553304,0.2367684217714949,0.4072252953629721,9430,0,5213,2809,1746,1721,3154,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1540.nex,uce-1540,66,101310,1535,1274,0.8299674267100977,261,0.1700325732899023,107,0.06970684039087947,52818,0.5213503109268581,0.1976507748494719,0.2809989142236699,48492,0,52818,14178,11211,8813,14290,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1544.nex,uce-1544,73,113296,1552,1424,0.9175257731958762,128,0.08247422680412371,33,0.021262886597938145,53516,0.4723555994915972,0.20965435672927552,0.31799004377912726,59780,0,53516,21073,11881,11872,14954,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1545.nex,uce-1545,77,128436,1668,1561,0.9358513189448441,107,0.06414868105515588,22,0.013189448441247002,58211,0.45322962409293344,0.21396648914634525,0.3328038867607213,70225,0,58211,19479,13320,14161,23265,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1547.nex,uce-1547,4,3552,888,883,0.9943693693693694,5,0.00563063063063063,2,0.0022522522522522522,1866,0.5253378378378378,0.21058558558558557,0.26407657657657657,1686,0,1866,473,420,328,465,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1550.nex,uce-1550,73,118698,1626,1343,0.8259532595325954,283,0.17404674046740468,80,0.04920049200492005,55911,0.4710357377546378,0.20173886670373553,0.32722539554162666,62787,0,55911,22865,11512,12434,15976,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1552.nex,uce-1552,66,83952,1272,1037,0.815251572327044,235,0.18474842767295596,28,0.0220125786163522,47739,0.5686463693539165,0.17424242424242425,0.25711120640365925,36213,0,47739,10496,6837,7791,11089,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1555.nex,uce-1555,55,79420,1444,1403,0.971606648199446,41,0.028393351800554016,10,0.006925207756232687,39924,0.502694535381516,0.17185847393603626,0.32544699068244776,39496,0,39924,11531,6817,6832,14316,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1556.nex,uce-1556,8,3928,491,477,0.9714867617107943,14,0.028513238289205704,0,0,1486,0.37830957230142565,0.2721486761710794,0.3495417515274949,2442,0,1486,728,516,553,645,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-1558.nex,uce-1558,75,125775,1677,1446,0.8622540250447227,231,0.13774597495527727,54,0.03220035778175313,67095,0.5334525939177102,0.18046511627906978,0.28608228980322004,58680,0,67095,18094,11318,11380,17888,0,0,0,0,0,0,0,0,0,0,0,0
